index,Place Name,Place ID,Place Sequence,Boardings,Alightings,Load,time,day,line,direction,per,level
2621,Orient Heights,B.70051,5,6,1.7,16,11pm-12am,Thursday,Blue Line,Westbound,3,placeholder
2622,Wood Island,B.70049,6,4,0.8,19,11pm-12am,Thursday,Blue Line,Westbound,3,placeholder
2623,Airport,B.70047,7,18,3.6,33,11pm-12am,Thursday,Blue Line,Westbound,6,placeholder
2624,Maverick,B.70045,8,10,5.5,23,11pm-12am,Thursday,Blue Line,Westbound,4,placeholder
2625,Aquarium,B.70043,9,2,0.6,25,11pm-12am,Thursday,Blue Line,Westbound,4,placeholder
2626,State,B.70041,10,1,13.1,13,11pm-12am,Thursday,Blue Line,Westbound,2,placeholder
2627,Government Center,B.70039,11,0,10.3,1,11pm-12am,Thursday,Blue Line,Westbound,0,placeholder
2628,Bowdoin,B.70838,12,0,1.3,0,11pm-12am,Thursday,Blue Line,Westbound,0,placeholder
2629,Wonderland,B.70059,1,2,0,2,12am-1am,Thursday,Blue Line,Westbound,0,placeholder
2630,Revere Beach,B.70057,2,0,0.7,2,12am-1am,Thursday,Blue Line,Westbound,0,placeholder
2631,Beachmont,B.70055,3,1,1.1,2,12am-1am,Thursday,Blue Line,Westbound,0,placeholder
2632,Suffolk Downs,B.70053,4,0,0,2,12am-1am,Thursday,Blue Line,Westbound,0,placeholder
2633,Orient Heights,B.70051,5,1,1.1,4,12am-1am,Thursday,Blue Line,Westbound,1,placeholder
2634,Wood Island,B.70049,6,1,0.1,5,12am-1am,Thursday,Blue Line,Westbound,1,placeholder
2635,Airport,B.70047,7,5,1.2,8,12am-1am,Thursday,Blue Line,Westbound,1,placeholder
2636,Maverick,B.70045,8,3,1,6,12am-1am,Thursday,Blue Line,Westbound,1,placeholder
2637,Aquarium,B.70043,9,0,0.1,7,12am-1am,Thursday,Blue Line,Westbound,1,placeholder
2638,State,B.70041,10,0,3,4,12am-1am,Thursday,Blue Line,Westbound,1,placeholder
2639,Government Center,B.70039,11,0,3.8,0,12am-1am,Thursday,Blue Line,Westbound,0,placeholder
2640,Bowdoin,B.70838,12,0,0.5,0,12am-1am,Thursday,Blue Line,Westbound,0,placeholder
2641,Wonderland,B.70059,1,15,0,15,5am-6am,Friday,Blue Line,Westbound,2,placeholder
2642,Revere Beach,B.70057,2,13,0.1,29,5am-6am,Friday,Blue Line,Westbound,5,placeholder
2643,Beachmont,B.70055,3,16,0.7,46,5am-6am,Friday,Blue Line,Westbound,8,placeholder
2644,Suffolk Downs,B.70053,4,3,0.3,49,5am-6am,Friday,Blue Line,Westbound,8,placeholder
2645,Orient Heights,B.70051,5,26,0.9,104,5am-6am,Friday,Blue Line,Westbound,17,placeholder
2646,Wood Island,B.70049,6,11,1,102,5am-6am,Friday,Blue Line,Westbound,17,placeholder
2647,Airport,B.70047,7,22,7,117,5am-6am,Friday,Blue Line,Westbound,20,placeholder
2648,Maverick,B.70045,8,42,4.9,143,5am-6am,Friday,Blue Line,Westbound,24,placeholder
2649,Aquarium,B.70043,9,0,9,134,5am-6am,Friday,Blue Line,Westbound,22,placeholder
2650,State,B.70041,10,0,55.1,79,5am-6am,Friday,Blue Line,Westbound,13,placeholder
2651,Government Center,B.70039,11,0,61.1,11,5am-6am,Friday,Blue Line,Westbound,2,placeholder
2652,Bowdoin,B.70838,12,0,12,0,5am-6am,Friday,Blue Line,Westbound,0,placeholder
2653,Wonderland,B.70059,1,37,0,37,6am-7am,Friday,Blue Line,Westbound,6,placeholder
2654,Revere Beach,B.70057,2,20,0.2,54,6am-7am,Friday,Blue Line,Westbound,9,placeholder
2655,Beachmont,B.70055,3,20,1.2,73,6am-7am,Friday,Blue Line,Westbound,12,placeholder
2656,Suffolk Downs,B.70053,4,4,0.3,82,6am-7am,Friday,Blue Line,Westbound,14,placeholder
2657,Orient Heights,B.70051,5,42,0.8,165,6am-7am,Friday,Blue Line,Westbound,28,placeholder
2658,Wood Island,B.70049,6,19,2.1,206,6am-7am,Friday,Blue Line,Westbound,34,placeholder
2659,Airport,B.70047,7,46,11.1,240,6am-7am,Friday,Blue Line,Westbound,40,placeholder
2660,Maverick,B.70045,8,49,5.6,173,6am-7am,Friday,Blue Line,Westbound,29,placeholder
2661,Aquarium,B.70043,9,1,13.4,174,6am-7am,Friday,Blue Line,Westbound,29,placeholder
2662,State,B.70041,10,1,80.7,110,6am-7am,Friday,Blue Line,Westbound,18,placeholder
2663,Government Center,B.70039,11,0,89.9,20,6am-7am,Friday,Blue Line,Westbound,3,placeholder
2664,Bowdoin,B.70838,12,0,18.8,0,6am-7am,Friday,Blue Line,Westbound,0,placeholder
2665,Wonderland,B.70059,1,37,0,37,7am-8am,Friday,Blue Line,Westbound,6,placeholder
2666,Revere Beach,B.70057,2,22,0.6,60,7am-8am,Friday,Blue Line,Westbound,10,placeholder
2667,Beachmont,B.70055,3,21,1.5,80,7am-8am,Friday,Blue Line,Westbound,13,placeholder
2668,Suffolk Downs,B.70053,4,5,0.4,79,7am-8am,Friday,Blue Line,Westbound,13,placeholder
2669,Orient Heights,B.70051,5,37,1.7,153,7am-8am,Friday,Blue Line,Westbound,26,placeholder
2670,Wood Island,B.70049,6,14,2.3,165,7am-8am,Friday,Blue Line,Westbound,28,placeholder
2671,Airport,B.70047,7,43,9.2,217,7am-8am,Friday,Blue Line,Westbound,36,placeholder
2672,Maverick,B.70045,8,60,6.5,193,7am-8am,Friday,Blue Line,Westbound,32,placeholder
2673,Aquarium,B.70043,9,1,17.9,176,7am-8am,Friday,Blue Line,Westbound,29,placeholder
2674,State,B.70041,10,2,65.7,101,7am-8am,Friday,Blue Line,Westbound,17,placeholder
2675,Government Center,B.70039,11,0,85,16,7am-8am,Friday,Blue Line,Westbound,3,placeholder
2676,Bowdoin,B.70838,12,0,16.7,0,7am-8am,Friday,Blue Line,Westbound,0,placeholder
2677,Wonderland,B.70059,1,36,0,36,8am-9am,Friday,Blue Line,Westbound,6,placeholder
2678,Revere Beach,B.70057,2,17,0.6,50,8am-9am,Friday,Blue Line,Westbound,8,placeholder
2679,Beachmont,B.70055,3,20,1.4,68,8am-9am,Friday,Blue Line,Westbound,11,placeholder
2680,Suffolk Downs,B.70053,4,4,0.3,72,8am-9am,Friday,Blue Line,Westbound,12,placeholder
2681,Orient Heights,B.70051,5,43,2.2,161,8am-9am,Friday,Blue Line,Westbound,27,placeholder
2682,Wood Island,B.70049,6,12,3.7,169,8am-9am,Friday,Blue Line,Westbound,28,placeholder
2683,Airport,B.70047,7,55,8.1,216,8am-9am,Friday,Blue Line,Westbound,36,placeholder
2684,Maverick,B.70045,8,56,7.9,198,8am-9am,Friday,Blue Line,Westbound,33,placeholder
2685,Aquarium,B.70043,9,2,23.4,177,8am-9am,Friday,Blue Line,Westbound,30,placeholder
2686,State,B.70041,10,2,74.7,104,8am-9am,Friday,Blue Line,Westbound,17,placeholder
2687,Government Center,B.70039,11,0,88.3,15,8am-9am,Friday,Blue Line,Westbound,2,placeholder
2688,Bowdoin,B.70838,12,0,15.2,0,8am-9am,Friday,Blue Line,Westbound,0,placeholder
2689,Wonderland,B.70059,1,150,0,150,9am-10am,Friday,Blue Line,Westbound,25,placeholder
2690,Revere Beach,B.70057,2,14,0.3,174,9am-10am,Friday,Blue Line,Westbound,29,placeholder
2691,Beachmont,B.70055,3,10,2,183,9am-10am,Friday,Blue Line,Westbound,30,placeholder
2692,Suffolk Downs,B.70053,4,3,0.4,200,9am-10am,Friday,Blue Line,Westbound,33,placeholder
2693,Orient Heights,B.70051,5,22,3.8,319,9am-10am,Friday,Blue Line,Westbound,53,placeholder
2694,Wood Island,B.70049,6,10,4.1,290,9am-10am,Friday,Blue Line,Westbound,48,placeholder
2695,Airport,B.70047,7,26,18.7,334,9am-10am,Friday,Blue Line,Westbound,56,placeholder
2696,Maverick,B.70045,8,40,8.9,237,9am-10am,Friday,Blue Line,Westbound,40,placeholder
2697,Aquarium,B.70043,9,2,23.5,198,9am-10am,Friday,Blue Line,Westbound,33,placeholder
2698,State,B.70041,10,1,76.5,122,9am-10am,Friday,Blue Line,Westbound,20,placeholder
2699,Government Center,B.70039,11,0,110,22,9am-10am,Friday,Blue Line,Westbound,4,placeholder
2700,Bowdoin,B.70838,12,0,20.2,0,9am-10am,Friday,Blue Line,Westbound,0,placeholder
2701,Wonderland,B.70059,1,37,0,37,10am-11am,Friday,Blue Line,Westbound,6,placeholder
2702,Revere Beach,B.70057,2,129,1,165,10am-11am,Friday,Blue Line,Westbound,28,placeholder
2703,Beachmont,B.70055,3,84,2.7,230,10am-11am,Friday,Blue Line,Westbound,38,placeholder
2704,Suffolk Downs,B.70053,4,5,0.2,213,10am-11am,Friday,Blue Line,Westbound,36,placeholder
2705,Orient Heights,B.70051,5,19,5.3,275,10am-11am,Friday,Blue Line,Westbound,46,placeholder
2706,Wood Island,B.70049,6,13,4.1,284,10am-11am,Friday,Blue Line,Westbound,47,placeholder
2707,Airport,B.70047,7,66,20.4,329,10am-11am,Friday,Blue Line,Westbound,55,placeholder
2708,Maverick,B.70045,8,30,19.3,258,10am-11am,Friday,Blue Line,Westbound,43,placeholder
2709,Aquarium,B.70043,9,2,22.8,218,10am-11am,Friday,Blue Line,Westbound,36,placeholder
2710,State,B.70041,10,1,84.4,134,10am-11am,Friday,Blue Line,Westbound,22,placeholder
2711,Government Center,B.70039,11,0,127.1,18,10am-11am,Friday,Blue Line,Westbound,3,placeholder
2712,Bowdoin,B.70838,12,0,18.1,0,10am-11am,Friday,Blue Line,Westbound,0,placeholder
2713,Wonderland,B.70059,1,41,0,41,11am-12pm,Friday,Blue Line,Westbound,7,placeholder
2714,Revere Beach,B.70057,2,24,0.6,65,11am-12pm,Friday,Blue Line,Westbound,11,placeholder
2715,Beachmont,B.70055,3,21,2.9,83,11am-12pm,Friday,Blue Line,Westbound,14,placeholder
2716,Suffolk Downs,B.70053,4,5,0.7,96,11am-12pm,Friday,Blue Line,Westbound,16,placeholder
2717,Orient Heights,B.70051,5,27,3.1,120,11am-12pm,Friday,Blue Line,Westbound,20,placeholder
2718,Wood Island,B.70049,6,12,2,129,11am-12pm,Friday,Blue Line,Westbound,22,placeholder
2719,Airport,B.70047,7,38,13.2,154,11am-12pm,Friday,Blue Line,Westbound,26,placeholder
2720,Maverick,B.70045,8,74,22.8,224,11am-12pm,Friday,Blue Line,Westbound,37,placeholder
2721,Aquarium,B.70043,9,5,31.7,198,11am-12pm,Friday,Blue Line,Westbound,33,placeholder
2722,State,B.70041,10,2,81.8,118,11am-12pm,Friday,Blue Line,Westbound,20,placeholder
2723,Government Center,B.70039,11,0,92.3,12,11am-12pm,Friday,Blue Line,Westbound,2,placeholder
2724,Bowdoin,B.70838,12,0,12.4,0,11am-12pm,Friday,Blue Line,Westbound,0,placeholder
2725,Wonderland,B.70059,1,42,0,42,12pm-1pm,Friday,Blue Line,Westbound,7,placeholder
2726,Revere Beach,B.70057,2,25,0.6,66,12pm-1pm,Friday,Blue Line,Westbound,11,placeholder
2727,Beachmont,B.70055,3,24,2.7,87,12pm-1pm,Friday,Blue Line,Westbound,14,placeholder
2728,Suffolk Downs,B.70053,4,3,0.6,90,12pm-1pm,Friday,Blue Line,Westbound,15,placeholder
2729,Orient Heights,B.70051,5,22,3.4,108,12pm-1pm,Friday,Blue Line,Westbound,18,placeholder
2730,Wood Island,B.70049,6,11,2.2,117,12pm-1pm,Friday,Blue Line,Westbound,20,placeholder
2731,Airport,B.70047,7,49,13.8,140,12pm-1pm,Friday,Blue Line,Westbound,23,placeholder
2732,Maverick,B.70045,8,60,21.3,194,12pm-1pm,Friday,Blue Line,Westbound,32,placeholder
2733,Aquarium,B.70043,9,6,24.9,176,12pm-1pm,Friday,Blue Line,Westbound,29,placeholder
2734,State,B.70041,10,2,84.3,115,12pm-1pm,Friday,Blue Line,Westbound,19,placeholder
2735,Government Center,B.70039,11,0,89,14,12pm-1pm,Friday,Blue Line,Westbound,2,placeholder
2736,Bowdoin,B.70838,12,0,13.5,0,12pm-1pm,Friday,Blue Line,Westbound,0,placeholder
2737,Wonderland,B.70059,1,44,0,44,1pm-2pm,Friday,Blue Line,Westbound,7,placeholder
2738,Revere Beach,B.70057,2,32,0.9,69,1pm-2pm,Friday,Blue Line,Westbound,12,placeholder
2739,Beachmont,B.70055,3,21,3.2,87,1pm-2pm,Friday,Blue Line,Westbound,14,placeholder
2740,Suffolk Downs,B.70053,4,5,0.8,83,1pm-2pm,Friday,Blue Line,Westbound,14,placeholder
2741,Orient Heights,B.70051,5,24,2.6,91,1pm-2pm,Friday,Blue Line,Westbound,15,placeholder
2742,Wood Island,B.70049,6,10,1.6,108,1pm-2pm,Friday,Blue Line,Westbound,18,placeholder
2743,Airport,B.70047,7,42,15.1,146,1pm-2pm,Friday,Blue Line,Westbound,24,placeholder
2744,Maverick,B.70045,8,57,17.9,172,1pm-2pm,Friday,Blue Line,Westbound,29,placeholder
2745,Aquarium,B.70043,9,5,21.2,156,1pm-2pm,Friday,Blue Line,Westbound,26,placeholder
2746,State,B.70041,10,3,61.3,98,1pm-2pm,Friday,Blue Line,Westbound,16,placeholder
2747,Government Center,B.70039,11,0,85.4,12,1pm-2pm,Friday,Blue Line,Westbound,2,placeholder
2748,Bowdoin,B.70838,12,0,13.3,0,1pm-2pm,Friday,Blue Line,Westbound,0,placeholder
2749,Wonderland,B.70059,1,28,0,28,2pm-3pm,Friday,Blue Line,Westbound,5,placeholder
2750,Revere Beach,B.70057,2,26,0.5,53,2pm-3pm,Friday,Blue Line,Westbound,9,placeholder
2751,Beachmont,B.70055,3,20,4,69,2pm-3pm,Friday,Blue Line,Westbound,12,placeholder
2752,Suffolk Downs,B.70053,4,4,0.6,77,2pm-3pm,Friday,Blue Line,Westbound,13,placeholder
2753,Orient Heights,B.70051,5,20,2.3,86,2pm-3pm,Friday,Blue Line,Westbound,14,placeholder
2754,Wood Island,B.70049,6,11,1.7,95,2pm-3pm,Friday,Blue Line,Westbound,16,placeholder
2755,Airport,B.70047,7,45,8.6,131,2pm-3pm,Friday,Blue Line,Westbound,22,placeholder
2756,Maverick,B.70045,8,60,17.3,174,2pm-3pm,Friday,Blue Line,Westbound,29,placeholder
2757,Aquarium,B.70043,9,7,21.9,160,2pm-3pm,Friday,Blue Line,Westbound,27,placeholder
2758,State,B.70041,10,2,60.4,102,2pm-3pm,Friday,Blue Line,Westbound,17,placeholder
2759,Government Center,B.70039,11,0,91.6,10,2pm-3pm,Friday,Blue Line,Westbound,2,placeholder
2760,Bowdoin,B.70838,12,0,10.5,0,2pm-3pm,Friday,Blue Line,Westbound,0,placeholder
2761,Wonderland,B.70059,1,22,0,22,3pm-4pm,Friday,Blue Line,Westbound,4,placeholder
2762,Revere Beach,B.70057,2,23,0.5,46,3pm-4pm,Friday,Blue Line,Westbound,8,placeholder
2763,Beachmont,B.70055,3,14,2.8,59,3pm-4pm,Friday,Blue Line,Westbound,10,placeholder
2764,Suffolk Downs,B.70053,4,3,0.6,58,3pm-4pm,Friday,Blue Line,Westbound,10,placeholder
2765,Orient Heights,B.70051,5,18,1.9,71,3pm-4pm,Friday,Blue Line,Westbound,12,placeholder
2766,Wood Island,B.70049,6,10,1.4,80,3pm-4pm,Friday,Blue Line,Westbound,13,placeholder
2767,Airport,B.70047,7,35,7.7,107,3pm-4pm,Friday,Blue Line,Westbound,18,placeholder
2768,Maverick,B.70045,8,62,14.6,154,3pm-4pm,Friday,Blue Line,Westbound,26,placeholder
2769,Aquarium,B.70043,9,8,21.4,149,3pm-4pm,Friday,Blue Line,Westbound,25,placeholder
2770,State,B.70041,10,2,56.4,87,3pm-4pm,Friday,Blue Line,Westbound,14,placeholder
2771,Government Center,B.70039,11,0,88.4,8,3pm-4pm,Friday,Blue Line,Westbound,1,placeholder
2772,Bowdoin,B.70838,12,0,7.9,0,3pm-4pm,Friday,Blue Line,Westbound,0,placeholder
2773,Wonderland,B.70059,1,23,0,23,4pm-5pm,Friday,Blue Line,Westbound,4,placeholder
2774,Revere Beach,B.70057,2,16,0.5,38,4pm-5pm,Friday,Blue Line,Westbound,6,placeholder
2775,Beachmont,B.70055,3,12,2.5,47,4pm-5pm,Friday,Blue Line,Westbound,8,placeholder
2776,Suffolk Downs,B.70053,4,3,0.4,52,4pm-5pm,Friday,Blue Line,Westbound,9,placeholder
2777,Orient Heights,B.70051,5,16,2.4,66,4pm-5pm,Friday,Blue Line,Westbound,11,placeholder
2778,Wood Island,B.70049,6,11,1.1,72,4pm-5pm,Friday,Blue Line,Westbound,12,placeholder
2779,Airport,B.70047,7,27,6.1,90,4pm-5pm,Friday,Blue Line,Westbound,15,placeholder
2780,Maverick,B.70045,8,48,13.4,129,4pm-5pm,Friday,Blue Line,Westbound,22,placeholder
2781,Aquarium,B.70043,9,8,17,126,4pm-5pm,Friday,Blue Line,Westbound,21,placeholder
2782,State,B.70041,10,2,56.3,72,4pm-5pm,Friday,Blue Line,Westbound,12,placeholder
2783,Government Center,B.70039,11,0,59.8,6,4pm-5pm,Friday,Blue Line,Westbound,1,placeholder
2784,Bowdoin,B.70838,12,0,5.9,0,4pm-5pm,Friday,Blue Line,Westbound,0,placeholder
2785,Wonderland,B.70059,1,18,0,18,5pm-6pm,Friday,Blue Line,Westbound,3,placeholder
2786,Revere Beach,B.70057,2,9,0.5,26,5pm-6pm,Friday,Blue Line,Westbound,4,placeholder
2787,Beachmont,B.70055,3,8,1.9,30,5pm-6pm,Friday,Blue Line,Westbound,5,placeholder
2788,Suffolk Downs,B.70053,4,2,0.2,32,5pm-6pm,Friday,Blue Line,Westbound,5,placeholder
2789,Orient Heights,B.70051,5,11,2.2,41,5pm-6pm,Friday,Blue Line,Westbound,7,placeholder
2790,Wood Island,B.70049,6,7,0.8,49,5pm-6pm,Friday,Blue Line,Westbound,8,placeholder
2791,Airport,B.70047,7,25,4.4,72,5pm-6pm,Friday,Blue Line,Westbound,12,placeholder
2792,Maverick,B.70045,8,37,9.3,92,5pm-6pm,Friday,Blue Line,Westbound,15,placeholder
2793,Aquarium,B.70043,9,7,10.8,84,5pm-6pm,Friday,Blue Line,Westbound,14,placeholder
2794,State,B.70041,10,3,42.6,49,5pm-6pm,Friday,Blue Line,Westbound,8,placeholder
2795,Government Center,B.70039,11,0,50.1,4,5pm-6pm,Friday,Blue Line,Westbound,1,placeholder
2796,Bowdoin,B.70838,12,0,4,0,5pm-6pm,Friday,Blue Line,Westbound,0,placeholder
2797,Wonderland,B.70059,1,14,0,14,6pm-7pm,Friday,Blue Line,Westbound,2,placeholder
2798,Revere Beach,B.70057,2,8,0.6,22,6pm-7pm,Friday,Blue Line,Westbound,4,placeholder
2799,Beachmont,B.70055,3,6,1.9,26,6pm-7pm,Friday,Blue Line,Westbound,4,placeholder
2800,Suffolk Downs,B.70053,4,2,0.3,28,6pm-7pm,Friday,Blue Line,Westbound,5,placeholder
2801,Orient Heights,B.70051,5,10,2.4,35,6pm-7pm,Friday,Blue Line,Westbound,6,placeholder
2802,Wood Island,B.70049,6,4,0.9,40,6pm-7pm,Friday,Blue Line,Westbound,7,placeholder
2803,Airport,B.70047,7,18,3.8,52,6pm-7pm,Friday,Blue Line,Westbound,9,placeholder
2804,Maverick,B.70045,8,34,8.9,81,6pm-7pm,Friday,Blue Line,Westbound,14,placeholder
2805,Aquarium,B.70043,9,5,10.6,75,6pm-7pm,Friday,Blue Line,Westbound,12,placeholder
2806,State,B.70041,10,2,34.1,43,6pm-7pm,Friday,Blue Line,Westbound,7,placeholder
2807,Government Center,B.70039,11,0,35.7,3,6pm-7pm,Friday,Blue Line,Westbound,0,placeholder
2808,Bowdoin,B.70838,12,0,3,0,6pm-7pm,Friday,Blue Line,Westbound,0,placeholder
2809,Wonderland,B.70059,1,15,0,15,7pm-8pm,Friday,Blue Line,Westbound,2,placeholder
2810,Revere Beach,B.70057,2,6,0.4,20,7pm-8pm,Friday,Blue Line,Westbound,3,placeholder
2811,Beachmont,B.70055,3,5,2.1,24,7pm-8pm,Friday,Blue Line,Westbound,4,placeholder
2812,Suffolk Downs,B.70053,4,1,0.2,24,7pm-8pm,Friday,Blue Line,Westbound,4,placeholder
2813,Orient Heights,B.70051,5,10,3.1,36,7pm-8pm,Friday,Blue Line,Westbound,6,placeholder
2814,Wood Island,B.70049,6,2,0.7,32,7pm-8pm,Friday,Blue Line,Westbound,5,placeholder
2815,Airport,B.70047,7,16,4.2,44,7pm-8pm,Friday,Blue Line,Westbound,7,placeholder
2816,Maverick,B.70045,8,31,7.5,67,7pm-8pm,Friday,Blue Line,Westbound,11,placeholder
2817,Aquarium,B.70043,9,4,8.1,58,7pm-8pm,Friday,Blue Line,Westbound,10,placeholder
2818,State,B.70041,10,2,24.7,32,7pm-8pm,Friday,Blue Line,Westbound,5,placeholder
2819,Government Center,B.70039,11,0,31.3,3,7pm-8pm,Friday,Blue Line,Westbound,0,placeholder
2820,Bowdoin,B.70838,12,0,2.9,0,7pm-8pm,Friday,Blue Line,Westbound,0,placeholder
2821,Wonderland,B.70059,1,12,0,12,8pm-9pm,Friday,Blue Line,Westbound,2,placeholder
2822,Revere Beach,B.70057,2,8,0.3,20,8pm-9pm,Friday,Blue Line,Westbound,3,placeholder
2823,Beachmont,B.70055,3,6,1.4,22,8pm-9pm,Friday,Blue Line,Westbound,4,placeholder
2824,Suffolk Downs,B.70053,4,1,0.2,22,8pm-9pm,Friday,Blue Line,Westbound,4,placeholder
2825,Orient Heights,B.70051,5,9,2.5,27,8pm-9pm,Friday,Blue Line,Westbound,4,placeholder
2826,Wood Island,B.70049,6,4,1.5,32,8pm-9pm,Friday,Blue Line,Westbound,5,placeholder
2827,Airport,B.70047,7,23,3.9,52,8pm-9pm,Friday,Blue Line,Westbound,9,placeholder
2828,Maverick,B.70045,8,34,9.6,76,8pm-9pm,Friday,Blue Line,Westbound,13,placeholder
2829,Aquarium,B.70043,9,4,8.8,71,8pm-9pm,Friday,Blue Line,Westbound,12,placeholder
2830,State,B.70041,10,2,32.8,40,8pm-9pm,Friday,Blue Line,Westbound,7,placeholder
2831,Government Center,B.70039,11,0,37.8,2,8pm-9pm,Friday,Blue Line,Westbound,0,placeholder
2832,Bowdoin,B.70838,12,0,2.1,0,8pm-9pm,Friday,Blue Line,Westbound,0,placeholder
2833,Wonderland,B.70059,1,16,0,16,9pm-10pm,Friday,Blue Line,Westbound,3,placeholder
2834,Revere Beach,B.70057,2,7,1.5,23,9pm-10pm,Friday,Blue Line,Westbound,4,placeholder
2835,Beachmont,B.70055,3,5,1.6,26,9pm-10pm,Friday,Blue Line,Westbound,4,placeholder
2836,Suffolk Downs,B.70053,4,1,0.4,26,9pm-10pm,Friday,Blue Line,Westbound,4,placeholder
2837,Orient Heights,B.70051,5,8,2.8,35,9pm-10pm,Friday,Blue Line,Westbound,6,placeholder
2838,Wood Island,B.70049,6,4,0.8,34,9pm-10pm,Friday,Blue Line,Westbound,6,placeholder
2839,Airport,B.70047,7,20,4.1,50,9pm-10pm,Friday,Blue Line,Westbound,8,placeholder
2840,Maverick,B.70045,8,20,8.3,62,9pm-10pm,Friday,Blue Line,Westbound,10,placeholder
2841,Aquarium,B.70043,9,7,6,63,9pm-10pm,Friday,Blue Line,Westbound,10,placeholder
2842,State,B.70041,10,2,31.1,41,9pm-10pm,Friday,Blue Line,Westbound,7,placeholder
2843,Government Center,B.70039,11,0,34.3,2,9pm-10pm,Friday,Blue Line,Westbound,0,placeholder
2844,Bowdoin,B.70838,12,0,2.2,0,9pm-10pm,Friday,Blue Line,Westbound,0,placeholder
2845,Wonderland,B.70059,1,9,0,9,10pm-11pm,Friday,Blue Line,Westbound,2,placeholder
2846,Revere Beach,B.70057,2,5,1.1,12,10pm-11pm,Friday,Blue Line,Westbound,2,placeholder
2847,Beachmont,B.70055,3,6,0.9,17,10pm-11pm,Friday,Blue Line,Westbound,3,placeholder
2848,Suffolk Downs,B.70053,4,2,0.4,20,10pm-11pm,Friday,Blue Line,Westbound,3,placeholder
2849,Orient Heights,B.70051,5,7,1.2,23,10pm-11pm,Friday,Blue Line,Westbound,4,placeholder
2850,Wood Island,B.70049,6,3,0.5,28,10pm-11pm,Friday,Blue Line,Westbound,5,placeholder
2851,Airport,B.70047,7,17,4.2,41,10pm-11pm,Friday,Blue Line,Westbound,7,placeholder
2852,Maverick,B.70045,8,18,8,47,10pm-11pm,Friday,Blue Line,Westbound,8,placeholder
2853,Aquarium,B.70043,9,5,3,48,10pm-11pm,Friday,Blue Line,Westbound,8,placeholder
2854,State,B.70041,10,1,25.3,30,10pm-11pm,Friday,Blue Line,Westbound,5,placeholder
2855,Government Center,B.70039,11,0,27.7,2,10pm-11pm,Friday,Blue Line,Westbound,0,placeholder
2856,Bowdoin,B.70838,12,0,2.1,0,10pm-11pm,Friday,Blue Line,Westbound,0,placeholder
2857,Wonderland,B.70059,1,6,0,6,11pm-12am,Friday,Blue Line,Westbound,1,placeholder
2858,Revere Beach,B.70057,2,3,0.5,9,11pm-12am,Friday,Blue Line,Westbound,2,placeholder
2859,Beachmont,B.70055,3,2,0.8,11,11pm-12am,Friday,Blue Line,Westbound,2,placeholder
2860,Suffolk Downs,B.70053,4,1,0.4,11,11pm-12am,Friday,Blue Line,Westbound,2,placeholder
2861,Orient Heights,B.70051,5,4,1.2,14,11pm-12am,Friday,Blue Line,Westbound,2,placeholder
2862,Wood Island,B.70049,6,4,0.3,16,11pm-12am,Friday,Blue Line,Westbound,3,placeholder
2863,Airport,B.70047,7,15,2.2,28,11pm-12am,Friday,Blue Line,Westbound,5,placeholder
2864,Maverick,B.70045,8,10,6.2,36,11pm-12am,Friday,Blue Line,Westbound,6,placeholder
2865,Aquarium,B.70043,9,5,1.1,44,11pm-12am,Friday,Blue Line,Westbound,7,placeholder
2866,State,B.70041,10,2,14.9,23,11pm-12am,Friday,Blue Line,Westbound,4,placeholder
2867,Government Center,B.70039,11,0,20.9,2,11pm-12am,Friday,Blue Line,Westbound,0,placeholder
2868,Bowdoin,B.70838,12,0,1.9,0,11pm-12am,Friday,Blue Line,Westbound,0,placeholder
2869,Wonderland,B.70059,1,2,0,2,12am-1am,Friday,Blue Line,Westbound,0,placeholder
2870,Revere Beach,B.70057,2,1,0.1,3,12am-1am,Friday,Blue Line,Westbound,0,placeholder
2871,Beachmont,B.70055,3,1,0.6,4,12am-1am,Friday,Blue Line,Westbound,1,placeholder
2872,Suffolk Downs,B.70053,4,0,0.1,3,12am-1am,Friday,Blue Line,Westbound,0,placeholder
2873,Orient Heights,B.70051,5,1,0.7,4,12am-1am,Friday,Blue Line,Westbound,1,placeholder
2874,Wood Island,B.70049,6,2,0,7,12am-1am,Friday,Blue Line,Westbound,1,placeholder
2875,Airport,B.70047,7,11,0.4,17,12am-1am,Friday,Blue Line,Westbound,3,placeholder
2876,Maverick,B.70045,8,5,3.6,16,12am-1am,Friday,Blue Line,Westbound,3,placeholder
2877,Aquarium,B.70043,9,5,0.8,18,12am-1am,Friday,Blue Line,Westbound,3,placeholder
2878,State,B.70041,10,1,8.3,14,12am-1am,Friday,Blue Line,Westbound,2,placeholder
2879,Government Center,B.70039,11,0,20.4,1,12am-1am,Friday,Blue Line,Westbound,0,placeholder
